ticker,sector,industry,market_cap
GOOGN,Technology services,Internet software/Services,4231852498203
GPC,Distribution services,Wholesale distributors,14465715717
GPGI,Commercial services,Commercial printing/Forms,4156613240
GPI,Retail trade,Specialty stores,3750905456
GPK,Process industries,Containers/Packaging,2994380354
GPN,Finance,Finance/Rental/Leasing,17804944603
GPRE,Process industries,Chemicals: specialty,1054654453
GRAB,Transportation,Air freight/Couriers,14304554038
GRAL,Health technology,Medical specialties,2665120513
GRBK,Consumer durables,Homebuilding,3175438838
GRBK/PA,Consumer durables,Homebuilding,3175438838
GRC,Producer manufacturing,Industrial machinery,2322252594
GRDN,Retail trade,Drugstore chains,2652501334
GRFS,Health technology,Pharmaceuticals: major,6252980235
GRMN,Electronic technology,Telecommunications equipment,45579633879
GRND,Technology services,Internet software/Services,2337096604
GS,Finance,Investment banks/Brokers,326387353147
GS/PA,Finance,Investment banks/Brokers,326387353147
GS/PC,Finance,Investment banks/Brokers,326387353147
GS/PD,Finance,Investment banks/Brokers,326387353147
GSAT,Communications,Wireless telecommunications,10278643803
GSBD,Miscellaneous,Investment trusts,1050269403
GSHD,Finance,Insurance brokers/Services,1388976885
GSK,Health technology,Pharmaceuticals: major,102136982334
GSL,Transportation,Marine shipping,1376387076
GSL/PB,Transportation,Marine shipping,1376387076
GT,Consumer durables,Automotive aftermarket,1716008556
GTES,Producer manufacturing,Industrial machinery,7238997826
GTLB,Technology services,Packaged software,4362687066
GTLS,Consumer services,Other consumer services,10003679251
GTX,Producer manufacturing,Auto parts: OEM,6456131922
GTY,Finance,Real estate investment trusts,1985132566
GVA,Industrial services,Engineering & construction,6627625093
GWRE,Technology services,Information technology services,8549596894
GWW,Distribution services,Wholesale distributors,63332619727
GXO,Transportation,Air freight/Couriers,5721366029
H,Consumer services,Hotels/Resorts/Cruise lines,18486748140
HAE,Health technology,Medical specialties,3296197156
HAFN,Transportation,Marine shipping,3740014577
HAL,Industrial services,Oilfield services/Equipment,29380937905
HALO,Health technology,Biotechnology,8183110545
HAPN,Finance,Major banks,2147834258
HAS,Consumer durables,Recreational products,11940399423
HASI,Finance,Financial conglomerates,5014913948
HAWK,Technology services,Data processing services,2073806356
HBAN,Finance,Major banks,34562575443
HBANL,Finance,Major banks,34562575443
HBANM,Finance,Major banks,34562575443
HBANP,Finance,Major banks,34562575443
HBANZ,Finance,Major banks,34562575443
HBM,Non-energy minerals,Other metals/Minerals,11086328595
HBNB,Finance,Real estate development,1217592381
HBT,Finance,Regional banks,1108895205
HCA,Health services,Hospital/Nursing management,83631383272
HCC,Energy minerals,Coal,4644460688
HCI,Finance,Property/Casualty insurance,2137084082
HCM,Health technology,Pharmaceuticals: major,1763018591
HCSG,Commercial services,Miscellaneous commercial services,1547263102
HD,Retail trade,Home improvement chains,325678251430
HDB,Finance,Major banks,127986479184
HE,Utilities,Electric utilities,2223546807
HEI,Electronic technology,Aerospace & defense,38726173109
HEI.A,Electronic technology,Aerospace & defense,38726173109
HEPS,Technology services,Internet software/Services,1035953113
HESM,Energy minerals,Integrated oil,7671896619
HFWA,Finance,Regional banks,1157424318
HG,Finance,Multi-line insurance,3141452341
HGTY,Finance,Property/Casualty insurance,3721961688
HGV,Finance,Real estate development,4128144755
HHH,Finance,Real estate development,3979941250
HIG,Finance,Property/Casualty insurance,35499938385
HIG/PG,Finance,Property/Casualty insurance,35499938385
HII,Electronic technology,Aerospace & defense,10961806098
HIMS,Health services,Medical/Nursing services,7763091508
HIMX,Electronic technology,Semiconductors,3233376160
HIVE,Technology services,Information technology services,1310410968
HIW,Finance,Real estate investment trusts,3239811757
HL,Non-energy minerals,Precious metals,10717983882
HL/PB,Non-energy minerals,Precious metals,10717983882
HLF,Consumer non-durables,Food: major diversified,1257509964
HLI,Finance,Investment banks/Brokers,9800693086
HLIO,Producer manufacturing,Industrial machinery,3053814250
HLIT,Electronic technology,Telecommunications equipment,1623106703
HLMN,Distribution services,Wholesale distributors,1548093797
HLN,Health technology,Pharmaceuticals: major,38716911493
HLNE,Finance,Investment managers,4415493733
HLT,Consumer services,Hotels/Resorts/Cruise lines,78067456074
HLX,Industrial services,Oilfield services/Equipment,1303570512
HMC,Consumer durables,Motor vehicles,34047128241
HMN,Finance,Property/Casualty insurance,1979888823
HMY,Non-energy minerals,Precious metals,10149572226
HNGE,Technology services,Packaged software,5327621746
HNI,Producer manufacturing,Office equipment/Supplies,2459277612
HOG,Consumer durables,Motor vehicles,2599074454
HOMB,Finance,Regional banks,5595264991
HON,Electronic technology,Aerospace & defense,144542617515
HONIV,Electronic technology,Aerospace & defense,144542617514
HOOD,Finance,Investment banks/Brokers,95276983747
HOPE,Finance,Major banks,1656791921
HP,Industrial services,Contract drilling,3542552395
HPE,Electronic technology,Computer processing hardware,64091450995
HPE/PC,Electronic technology,Computer processing hardware,64091450995
HPQ,Technology services,Information technology services,21527865315
HQ,Technology services,Packaged software,1222089946
HQH,Miscellaneous,Investment trusts,1156426284
HQY,Finance,Investment managers,7073578605
HR,Finance,Real estate investment trusts,6985874918
HRB,Consumer services,Other consumer services,4314917341
HRI,Finance,Finance/Rental/Leasing,5123495592
HRL,Consumer non-durables,Food: meat/fish/dairy,13268093573
HRMY,Health technology,Pharmaceuticals: major,1935352219
HSAI,Producer manufacturing,Auto parts: OEM,2602832694
HSBC,Finance,Major banks,330358224885
HSIC,Distribution services,Medical distributors,8961830959
HST,Finance,Real estate investment trusts,17211015542
HSY,Consumer non-durables,Food: specialty/candy,34663948729
HTFL,Technology services,Packaged software,2918389681
HTGC,Finance,Finance/Rental/Leasing,2849816060
HTH,Finance,Regional banks,2222976861
HTHT,Consumer services,Hotels/Resorts/Cruise lines,12628260355
HTLD,Transportation,Trucking,1138323553
HTO,Utilities,Water utilities,2372341883
HTZ,Finance,Finance/Rental/Leasing,1623029623
HUBB,Producer manufacturing,Electrical products,28502327302
HUBG,Transportation,Air freight/Couriers,2689531283
HUBS,Technology services,Packaged software,8850425474
HUM,Health services,Managed health care,43308584625
HUN,Process industries,Chemicals: major diversified,1994250838
HURN,Commercial services,Miscellaneous commercial services,1466846273
HUT,Miscellaneous,Miscellaneous,13628391006
HWC,Finance,Regional banks,5744360778
HWKN,Process industries,Chemicals: specialty,3387045859
HWM,Electronic technology,Aerospace & defense,112174128047
HXL,Electronic technology,Aerospace & defense,7479359947
HYLN,Producer manufacturing,Auto parts: OEM,1314271738
HYMC,Non-energy minerals,Precious metals,2288583043
HYT,Miscellaneous,Investment trusts,1659176278
IAG,Non-energy minerals,Precious metals,9773979937
IART,Health technology,Medical specialties,1369225567
IAUX,Non-energy minerals,Precious metals,1293076721
IBM,Technology services,Information technology services,237057859888
IBN,Finance,Regional banks,102485930767
IBOC,Finance,Regional banks,4670433267
IBP,Industrial services,Engineering & construction,5709275228
IBRX,Health technology,Pharmaceuticals: major,7561895687
ICE,Finance,Investment banks/Brokers,74274411282
ICFI,Commercial services,Miscellaneous commercial services,1168443754
ICL,Process industries,Chemicals: agricultural,6543942427
ICUI,Health technology,Medical specialties,3402626726
IDA,Utilities,Electric utilities,7907863172
IDCC,Technology services,Packaged software,7697683590
IDT,Communications,Major telecommunications,1300111607
IDXX,Health technology,Medical specialties,43048819815
IDYA,Health technology,Pharmaceuticals: major,3254696015
IE,Non-energy minerals,Other metals/Minerals,1760202522
IEP,Energy minerals,Oil refining/Marketing,4852204737
IESC,Industrial services,Engineering & construction,15037354471
IEX,Producer manufacturing,Industrial machinery,16680032342
IFF,Consumer non-durables,Food: specialty/candy,19390297524
IFS,Finance,Regional banks,6511250151
IGIC,Finance,Financial conglomerates,1077481728
IHG,Consumer services,Hotels/Resorts/Cruise lines,25180578365
IHS,Industrial services,Engineering & construction,2717721927
IIPR/PA,Finance,Real estate investment trusts,1719714920
ILMN,Health technology,Medical specialties,24416795230
IMAX,Consumer durables,Electronics/Appliances,2413627701
IMKTA,Retail trade,Food retail,1668491654
IMNM,Health technology,Biotechnology,2172142497
IMO,Energy minerals,Integrated oil,55134405349
IMOS,Electronic technology,Semiconductors,2536528450
IMTX,Health technology,Pharmaceuticals: major,1311464447
IMVT,Health technology,Biotechnology,7822269899
INBX,Health technology,Biotechnology,1368821651
INCY,Health technology,Pharmaceuticals: major,20709418428
INDB,Finance,Regional banks,3927301971
INDV,Health technology,Pharmaceuticals: major,4672053229
INFQ,Electronic technology,Computer processing hardware,3100577732
INFY,Technology services,Information technology services,45694212546
ING,Finance,Major banks,91271173096
INGM,Technology services,Information technology services,6557913145
INIO,Producer manufacturing,Electrical products,30847500800
INNV,Technology services,Packaged software,1250132149
INOD,Technology services,Data processing services,2961187814
INPAP,Process industries,Pulp & paper,19533882870
INSM,Health technology,Pharmaceuticals: major,21372876717
INSP,Health technology,Medical specialties,1191423804
INTA,Technology services,Packaged software,1662989152
INTC,Electronic technology,Semiconductors,708364452271
INVA,Health technology,Pharmaceuticals: major,1673244284
INVH,Finance,Real estate investment trusts,16894552839
INVX,Industrial services,Oilfield services/Equipment,1764373422
IONQ,Electronic technology,Computer processing hardware,21769102086
IONS,Health technology,Pharmaceuticals: major,12541775424
IOSP,Process industries,Chemicals: major diversified,2031322418
IOT,Technology services,Packaged software,18201748752
IOVA,Health technology,Biotechnology,1812799763
IP,Process industries,Pulp & paper,19533882870
IPGP,Electronic technology,Semiconductors,5008347015
IPX,Non-energy minerals,Precious metals,1033424451
IQV,Health technology,Biotechnology,28007487568
IR,Producer manufacturing,Industrial machinery,30473401820
IRDM,Communications,Specialty telecommunications,4578011280
IREN,Technology services,Data processing services,20294484786
IRM,Finance,Real estate investment trusts,39231605636
IRMD,Health technology,Medical specialties,1172076536
IRON,Health technology,Biotechnology,2704495620
IRS,Finance,Real estate development,1435283436
IRT,Finance,Real estate investment trusts,3868917965
IRTC,Health technology,Medical specialties,3440365541
ISRG,Health technology,Medical specialties,142709921425
IT,Technology services,Internet software/Services,8417861234
ITRI,Electronic technology,Electronic equipment/Instruments,3625185174
ITRN,Communications,Specialty telecommunications,1276968916
ITT,Producer manufacturing,Auto parts: OEM,17811161921
ITUB,Finance,Major banks,89346490352
ITW,Producer manufacturing,Auto parts: OEM,76329689536
IVT,Finance,Real estate investment trusts,2685669653
IVZ,Finance,Investment managers,12758077341
IX,Finance,Finance/Rental/Leasing,41831236244
J,Technology services,Data processing services,14016200001
JAN,Finance,Real estate investment trusts,7580983956
JAZZ,Health technology,Pharmaceuticals: major,14191759028
JBHT,Transportation,Trucking,25788946789
JBIO,Health technology,Biotechnology,1183724610
JBL,Producer manufacturing,Industrial machinery,39799809041
JBS,Consumer non-durables,Food: meat/fish/dairy,12736625824
JBTM,Producer manufacturing,Industrial machinery,6827652686
JCI,Producer manufacturing,Industrial machinery,90425237259
JD,Retail trade,Internet retail,33258735887
JEF,Finance,Investment banks/Brokers,12840393798
JFR,Miscellaneous,Investment trusts,1223349200
JHG,Finance,Investment managers,7999605249
JHX,Non-energy minerals,Construction materials,14224053408
JJSF,Consumer non-durables,Food: specialty/candy,1345182597
JKHY,Technology services,Packaged software,8769087292
JLL,Finance,Real estate development,13678681118
JNJ,Health technology,Pharmaceuticals: major,556765213255
JOBY,Electronic technology,Aerospace & defense,9698718492
JOE,Finance,Real estate development,3750004477
JOYY,Technology services,Data processing services,3388174651
JPC,Miscellaneous,Investment trusts,2767831740
JPM,Finance,Major banks,888204493042
JPM/PC,Finance,Major banks,888204493042
JPM/PD,Finance,Major banks,888204493042
JPM/PJ,Finance,Major banks,888204493042
JPM/PK,Finance,Major banks,888204493042
JPM/PL,Finance,Major banks,888204493042
JPM/PM,Finance,Major banks,888204493042
JXN,Finance,Life/Health insurance,7628500417
JXN/PA,Finance,Life/Health insurance,7628500418
KAI,Producer manufacturing,Industrial machinery,3557299221
KARO,Technology services,Packaged software,1476997226
KB,Finance,Regional banks,34323446902
KBH,Consumer durables,Homebuilding,3290285949
KBR,Technology services,Information technology services,4071225537
KC,Technology services,Data processing services,2970138258
KD,Technology services,Data processing services,2341892603
KDK,Producer manufacturing,Auto parts: OEM,1252236124
KDP,Consumer non-durables,Beverages: non-alcoholic,42000471309
KEEL,Technology services,Data processing services,4021498472
KEN,Utilities,Electric utilities,3450618207
KEP,Utilities,Electric utilities,15807722774
KEX,Transportation,Marine shipping,7560620392
KEY,Finance,Major banks,24752872831
KEY/PI,Finance,Major banks,24752872831
KEY/PJ,Finance,Major banks,24752872831
KEY/PK,Finance,Major banks,24752872831
KEY/PL,Finance,Major banks,24752872831
KEYS,Electronic technology,Electronic equipment/Instruments,63802076990
KFY,Commercial services,Personnel services,3516387574
KGC,Non-energy minerals,Precious metals,31404827943
KGS,Industrial services,Oilfield services/Equipment,7136985777
KHC,Consumer non-durables,Food: major diversified,26122681075
KIM,Finance,Real estate investment trusts,16650685301
KIM/PL,Finance,Real estate investment trusts,16650685301
KIM/PM,Finance,Real estate investment trusts,16650685301
KIM/PN,Finance,Real estate investment trusts,16650685301
KKR,Finance,Investment managers,87003887784
KKR/PD,Finance,Investment managers,87003887784
KLAC,Electronic technology,Semiconductors,351597056067
KLIC,Producer manufacturing,Industrial machinery,6500790183
KLRA,Health technology,Biotechnology,2964461112
KMB,Consumer non-durables,Household/Personal care,33360003983
KMI,Industrial services,Oil & gas pipelines,71750628296
KMPB,Finance,Property/Casualty insurance,1475976914
KMT,Producer manufacturing,Industrial machinery,2700885778
KMTS,Health technology,Medical specialties,1210079561
KMX,Retail trade,Specialty stores,7431406179
KN,Electronic technology,Electronic components,3661995913
KNF,Non-energy minerals,Construction materials,4965394798
KNSA,Health technology,Pharmaceuticals: major,4395468940
KNSL,Finance,Multi-line insurance,6804684325
KNTK,Industrial services,Oil & gas pipelines,7858188361
KNX,Transportation,Trucking,12252048096
KO,Consumer non-durables,Beverages: non-alcoholic,342176421759
KOD,Health technology,Biotechnology,2292248383
KOF,Consumer non-durables,Beverages: non-alcoholic,5590178398
KOS,Energy minerals,Integrated oil,1459245627
KR,Retail trade,Food retail,34379421866
KRC,Finance,Real estate investment trusts,4344257429
KRG,Finance,Real estate investment trusts,5673679336
KRMN,Electronic technology,Aerospace & defense,6321504177
KRP,Miscellaneous,Investment trusts,1718384576
KRYS,Health technology,Biotechnology,10124232182
KSPI,Finance,Finance/Rental/Leasing,15682568393
KSS,Retail trade,Department stores,1995839936
KT,Communications,Major telecommunications,8170808097
KTB,Consumer non-durables,Apparel/Footwear,4208437299
KTOS,Electronic technology,Aerospace & defense,9580396266
KVUE,Consumer non-durables,Household/Personal care,34291355964
KVYO,Technology services,Packaged software,3848738298
KWR,Process industries,Chemicals: specialty,2609134587
KYIV,Finance,Financial conglomerates,3236708228
KYN,Miscellaneous,Investment trusts,2281509740
L,Finance,Property/Casualty insurance,22249787902
LAC,Non-energy minerals,Other metals/Minerals,1509568651
LAD,Retail trade,Specialty stores,6731137771
LAR,Non-energy minerals,Other metals/Minerals,1469285978
LAZ,Finance,Investment banks/Brokers,4296805351
LB,Commercial services,Miscellaneous commercial services,4799699582
LBRDA,Communications,Wireless telecommunications,4218335360
LBRDB,Communications,Wireless telecommunications,4218335359
LBRDK,Communications,Wireless telecommunications,4218335360
LBRDP,Communications,Wireless telecommunications,4218335360
LBRT,Industrial services,Oilfield services/Equipment,4544881150
LBTYA,Communications,Major telecommunications,3692999352
LBTYB,Communications,Major telecommunications,3692999352
LBTYK,Communications,Major telecommunications,3692999352
LCID,Consumer durables,Motor vehicles,2013725056
LCII,Producer manufacturing,Miscellaneous manufacturing,2217967546
LCLN,Finance,Investment banks/Brokers,2436127945
LDOS,Technology services,Packaged software,13187348115
LEA,Producer manufacturing,Auto parts: OEM,7048881377
LECO,Producer manufacturing,Industrial machinery,15052758301
LEG,Consumer durables,Home furnishings,1454369889
LEGN,Health technology,Pharmaceuticals: major,5449605511
LEN,Consumer durables,Homebuilding,21467693348
LEN.B,Consumer durables,Homebuilding,21467693348
LEU,Non-energy minerals,Other metals/Minerals,3613498696
LEVI,Consumer non-durables,Apparel/Footwear,9080317583
LFST,Health services,Medical/Nursing services,3570016009
LFTO,Technology services,Packaged software,4147029972
LFUS,Electronic technology,Electronic production equipment,12368803194
LGIH,Consumer durables,Homebuilding,1281260213
LGN,Industrial services,Engineering & construction,9528945308
LGND,Health technology,Pharmaceuticals: major,5254165337
LH,Health services,Medical/Nursing services,20863259399
LHX,Electronic technology,Aerospace & defense,53248683741
LI,Consumer durables,Motor vehicles,12975353942
LIF,Technology services,Packaged software,3887090021
LIFX,Technology services,Packaged software,3887090021
LII,Producer manufacturing,Industrial machinery,18654174468
LILA,Communications,Major telecommunications,1070797145
LILAK,Communications,Major telecommunications,1070797144
LILAP,Communications,Major telecommunications,1070797145
LIN,Process industries,Chemicals: specialty,239029807018
LINC,Commercial services,Miscellaneous commercial services,1564783566
LIND,Consumer services,Hotels/Resorts/Cruise lines,1675347164
LINE,Finance,Real estate investment trusts,9195767350
LION,Consumer services,Movies/Entertainment,4420537622
LITE,Producer manufacturing,Electrical products,69547756158
LIVN,Health technology,Medical specialties,4323818910
LKFN,Finance,Regional banks,1501292630
LKFT,Health technology,Biotechnology,1879601195
LKQ,Consumer durables,Automotive aftermarket,6474235015
LLY,Health technology,Pharmaceuticals: major,1037874314161
LLYVA,Consumer services,Movies/Entertainment,8907351651
LLYVB,Consumer services,Movies/Entertainment,9007372392
LLYVK,Consumer services,Movies/Entertainment,8907351652
LMAT,Health technology,Medical specialties,2024803955
LMND,Finance,Property/Casualty insurance,4417963246
LMT,Electronic technology,Aerospace & defense,113806201224
LNC,Finance,Multi-line insurance,7204913276
LNC/PD,Finance,Multi-line insurance,7204913276
LNG,Industrial services,Oil & gas pipelines,48375052750
LNN,Producer manufacturing,Trucks/Construction/Farm machinery,1213484917
LNT,Utilities,Electric utilities,18908461758
LNTH,Health technology,Medical specialties,6914265402
LNWO,Consumer services,Casinos/Gaming,6855922996
LOB,Finance,Regional banks,1785265642
LOB/PA,Finance,Regional banks,1785265642
LOGI,Electronic technology,Computer peripherals,15076039214
LOMA,Non-energy minerals,Construction materials,1447744237
LOPE,Commercial services,Miscellaneous commercial services,3766621035
LOW,Retail trade,Home improvement chains,120215597164
LPG,Transportation,Marine shipping,1710879465
LPL,Electronic technology,Electronic production equipment,4189320000
LPLA,Finance,Investment banks/Brokers,23804497436
LPX,Non-energy minerals,Forest products,5291566121
LQDA,Health technology,Pharmaceuticals: major,6713182123
LQDT,Retail trade,Internet retail,1169919784
LRCX,Producer manufacturing,Industrial machinery,512158876423
LRN,Consumer services,Other consumer services,3500644924
LSCC,Electronic technology,Semiconductors,21273210740
LSPD,Technology services,Packaged software,1252373322
LTC,Finance,Real estate investment trusts,1868634928
LTH,Consumer services,Other consumer services,8309760596
LTM,Transportation,Airlines,15995510721
LU,Finance,Finance/Rental/Leasing,2329667254
LUCK,Consumer services,Movies/Entertainment,1194054041
LUMN,Communications,Major telecommunications,8335216432
LUV,Transportation,Airlines,23739739050
LUXE,Retail trade,Internet retail,1029462060
LVS,Consumer services,Casinos/Gaming,31674063826
LW,Consumer non-durables,Food: specialty/candy,6031019932
LWLG,Process industries,Chemicals: specialty,1545418551
LXP,Finance,Real estate investment trusts,3174003192
LXP/PC,Finance,Real estate investment trusts,3174003192
LYB,Process industries,Chemicals: specialty,18889366061
LYFT,Transportation,Other transportation,5399085616
LYG,Finance,Major banks,84186311572
LYV,Consumer services,Movies/Entertainment,39691494442
LZB,Consumer durables,Home furnishings,1595496174
M,Retail trade,Department stores,6486516149
MA,Finance,Finance/Rental/Leasing,427734117177
MAA,Finance,Real estate investment trusts,15377924691
MAA/PI,Finance,Real estate investment trusts,15377924691
MAAS,Finance,Insurance brokers/Services,7892834256
MAC,Finance,Real estate investment trusts,6814407066
MAIN,Finance,Financial conglomerates,4682038184
MAN,Commercial services,Personnel services,1457075061
MANE,Health technology,Pharmaceuticals: major,4294431226
MANH,Technology services,Packaged software,7618625843
MAR,Consumer services,Hotels/Resorts/Cruise lines,101306535077
MARA,Technology services,Data processing services,5661867186
MAS,Producer manufacturing,Building products,14843620173
MAT,Consumer durables,Recreational products,4036434185
MATX,Transportation,Marine shipping,5956721629
MAZE,Health technology,Pharmaceuticals: major,1415178297
MBC,Consumer durables,Home furnishings,1767237689
MBIN,Finance,Regional banks,2273802583
MBINL,Finance,Regional banks,2273802584
MBINM,Finance,Regional banks,2273802584
MBINN,Finance,Regional banks,2273802584
MBLY,Technology services,Packaged software,7023832505
MBX,Health technology,Biotechnology,2090007719
MC,Finance,Investment banks/Brokers,5450151949
MCB,Finance,Regional banks,1171556202
MCD,Consumer services,Restaurants,191907636954
MCHB,Finance,Regional banks,3446009175
MCHP,Electronic technology,Semiconductors,55676956562
MCHPP,Electronic technology,Semiconductors,55676956563
MCK,Distribution services,Medical distributors,87205354410
MCO,Commercial services,Financial publishing/Services,78148547289
MCRI,Consumer services,Hotels/Resorts/Cruise lines,2297852400
MCY,Finance,Property/Casualty insurance,5713337260
MD,Health services,Medical/Nursing services,1931507542
MDA,Electronic technology,Electronic production equipment,5465401612
MDB,Technology services,Packaged software,25670655245
MDGL,Health technology,Pharmaceuticals: major,11824786162
MDLN,Health technology,Medical specialties,45598115462
MDLZ,Consumer non-durables,Food: specialty/candy,76389996270
MDT,Health technology,Medical specialties,101469185689
MDU,Utilities,Gas distributors,4430927937
MEDP,Commercial services,Miscellaneous commercial services,13013507798
MELI,Retail trade,Internet retail,80580632980
MEOH,Process industries,Chemicals: specialty,4084059405
MESO,Health technology,Biotechnology,1956428409
MET,Finance,Multi-line insurance,56339321798
MET/PA,Finance,Multi-line insurance,56339321798
MET/PE,Finance,Multi-line insurance,56339321798
MET/PF,Finance,Multi-line insurance,56339321798
META,Technology services,Internet software/Services,1431289817710
MFC,Finance,Life/Health insurance,67323042528
MFG,Finance,Major banks,121363961005
MGA,Producer manufacturing,Auto parts: OEM,17955931032
MGEE,Utilities,Electric utilities,2869113142
MGM,Consumer services,Casinos/Gaming,11914991554
MGNI,Technology services,Packaged software,2499101795
MGRC,Finance,Finance/Rental/Leasing,2908604697
MGRT,Technology services,Information technology services,1154037503
MGTX,Health technology,Biotechnology,1063157159
MGY,Energy minerals,Oil & gas production,5167488529
MH,Commercial services,Miscellaneous commercial services,1754002483
MHD,Miscellaneous,Investment trusts,2056219000
MHK,Producer manufacturing,Building products,6701798004
MHO,Consumer durables,Homebuilding,3815229238
MIAX,Finance,Investment banks/Brokers,3478344965
MICC,Consumer non-durables,Food: meat/fish/dairy,10010447093
MIDD,Producer manufacturing,Industrial machinery,7534995585
MIR,Electronic technology,Aerospace & defense,4644646053
MIRM,Health technology,Pharmaceuticals: major,6571946723
MKC,Consumer non-durables,Food: specialty/candy,12295001503
MKC.V,Consumer non-durables,Food: specialty/candy,12295001503
MKL,Finance,Property/Casualty insurance,23261861125
MKSI,Producer manufacturing,Industrial machinery,28406361690
MKTX,Finance,Investment banks/Brokers,4162380669
MLCO,Consumer services,Hotels/Resorts/Cruise lines,2057945295
MLI,Producer manufacturing,Metal fabrication,15425705200
MLKN,Producer manufacturing,Office equipment/Supplies,1078269570
MLM,Non-energy minerals,Construction materials,36620792832
MLTX,Health technology,Pharmaceuticals: major,1631317301
MLYS,Health technology,Biotechnology,2236580655
MMED,Health technology,Medical specialties,3993260579
MMI,Finance,Real estate development,1089646264
MMM,Producer manufacturing,Industrial conglomerates,85130208935
MMS,Commercial services,Miscellaneous commercial services,2839281281
MMSI,Health technology,Medical specialties,3967047778
MMYT,Technology services,Internet software/Services,4372428925
MNDY,Technology services,Packaged software,3599675327
MNKD,Health technology,Pharmaceuticals: major,1201816173
MNR,Energy minerals,Integrated oil,2093361708
MNSO,Retail trade,Specialty stores,3605099702
MNST,Consumer non-durables,Beverages: non-alcoholic,90974311823
MO,Consumer non-durables,Tobacco,116074143337
MOD,Producer manufacturing,Industrial machinery,15611288860
MOG.A,Electronic technology,Aerospace & defense,12818766161
MOG.B,Electronic technology,Aerospace & defense,12818766161
MOH,Health services,Managed health care,10285581603
MORN,Commercial services,Financial publishing/Services,5833878527
MOS,Process industries,Chemicals: agricultural,6992626282
MP,Non-energy minerals,Other metals/Minerals,10732958694
MPC,Energy minerals,Oil refining/Marketing,72193003561
MPLT,Health technology,Pharmaceuticals: major,1269595146
MPLX,Industrial services,Oil & gas pipelines,57738352757
MPT,Finance,Real estate investment trusts,2679487901
MQ,Commercial services,Miscellaneous commercial services,1594353198
MQY,Miscellaneous,Investment trusts,1720942080
MRCY,Electronic technology,Aerospace & defense,6710437275
MRK,Health technology,Pharmaceuticals: major,285215337266
MRNA,Health technology,Biotechnology,23547280780
MRP,Finance,Real estate development,4393958637
MRSH,Finance,Insurance brokers/Services,77144932127
MRTN,Transportation,Trucking,1380488157
MRVI,Health technology,Biotechnology,1355498284
MRVL,Electronic technology,Semiconductors,269315911427
MRX,Technology services,Internet software/Services,4697086033
MS,Finance,Investment managers,358185624915
MS/PA,Finance,Investment managers,358185624915
MS/PE,Finance,Investment managers,358185624915
MS/PI,Finance,Investment managers,358185624915
MS/PK,Finance,Investment managers,358185624915
MS/PL,Finance,Investment managers,358185624915
MS/PO,Finance,Investment managers,358185624915
MS/PP,Finance,Investment managers,358185624915
MS/PQ,Finance,Investment managers,358185624915
MSA,Electronic technology,Electronic equipment/Instruments,6329140707
MSCI,Commercial services,Financial publishing/Services,42285879995
MSDL,Finance,Financial conglomerates,1268080057
MSFT,Technology services,Packaged software,2728761127855
MSGE,Consumer services,Movies/Entertainment,3563048768
MSGS,Consumer services,Movies/Entertainment,8922542991
MSI,Electronic technology,Telecommunications equipment,65108446186
MSM,Distribution services,Wholesale distributors,6555506828
MT,Non-energy minerals,Steel,47174965686
MTB,Finance,Regional banks,33349934792
MTB/PH,Finance,Regional banks,33349934792
MTB/PJ,Finance,Regional banks,33349934792
MTB/PK,Finance,Regional banks,33349934792
MTCH,Technology services,Internet software/Services,8220312742
MTD,Health technology,Medical specialties,23523061648
MTG,Finance,Property/Casualty insurance,5562193805
MTH,Finance,Real estate development,5008018621
MTN,Consumer services,Hotels/Resorts/Cruise lines,5048201541
MTRN,Electronic technology,Electronic equipment/Instruments,5776156220
MTSI,Electronic technology,Semiconductors,30232965088
MTX,Process industries,Chemicals: specialty,2392634010
MTZ,Industrial services,Engineering & construction,32106819718
MU,Electronic technology,Semiconductors,1366114429073
MUC,Miscellaneous,Investment trusts,1356336800
MUFG,Finance,Major banks,230624321928
MUR,Energy minerals,Oil & gas production,4934092242
MUSA,Retail trade,Specialty stores,10183258717
MUX,Non-energy minerals,Precious metals,1139243414
MWA,Producer manufacturing,Industrial machinery,4051036285
MWH,Industrial services,Engineering & construction,7228959982
MXL,Electronic technology,Semiconductors,8635812550
MYE,Producer manufacturing,Miscellaneous manufacturing,1050478205
MYI,Miscellaneous,Investment trusts,1336673420
MYRG,Industrial services,Engineering & construction,7522056024
MZTI,Consumer non-durables,Food: specialty/candy,2871631966
NAC,Miscellaneous,Investment trusts,1859703320
NAD,Miscellaneous,Investment trusts,2779853550
NAK,Non-energy minerals,Other metals/Minerals,1143034806
NAMS,Health technology,Pharmaceuticals: major,3602980518
NAT,Transportation,Marine shipping,1314971583
NATL,Electronic technology,Computer processing hardware,3215374365
NAVN,Technology services,Packaged software,5508815086
NBHC,Finance,Regional banks,1914807601
NBIS,Technology services,Packaged software,71370576772
NBIX,Health technology,Biotechnology,16250888536
NBN,Finance,Regional banks,1021224019
NBR,Industrial services,Contract drilling,1282953250
NBTB,Finance,Major banks,2459563872
NBTX,Health technology,Pharmaceuticals: major,1756839900
NCLH,Consumer services,Hotels/Resorts/Cruise lines,9200567585
NCNO,Technology services,Packaged software,1598377639
NDAQ,Finance,Investment banks/Brokers,46719328520
NDSN,Producer manufacturing,Industrial machinery,16440137870
